Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL00304,2025-01-05,DEL-SFO,Boeing 777,129,402.75,1,Clear,Routine,1
FL00305,2025-12-28,DXB-LHR,Airbus A350,284,928.51,2,Clear,Routine,4
FL00306,2025-09-26,JFK-CDG,Airbus A380,336,1238.2,0,Clear,Routine,2
FL00307,2025-02-07,DEL-SFO,Airbus A320,356,501.58,29,Clear,Routine,4
FL00308,2025-10-18,JFK-CDG,Boeing 787,204,856.32,18,Clear,Routine,5
FL00309,2025-07-10,JFK-LHR,Airbus A380,109,1009.29,52,Fog,Routine,4
FL00310,2025-05-19,JFK-LHR,Airbus A320,82,450.26,17,Clear,Routine,3
FL00311,2025-02-06,DEL-SFO,Boeing 777,176,1223.19,6,Rain,Routine,4
FL00312,2025-10-10,SFO-HND,Boeing 787,270,624.17,40,Fog,Routine,3
FL00313,2025-07-02,JFK-LHR,Airbus A320,249,513.78,8,Clear,Routine,4
FL00314,2025-04-23,DXB-LHR,Airbus A320,175,947.86,68,Clear,Routine,3
FL00315,2025-09-18,JFK-CDG,Airbus A350,90,762.89,7,Clear,Urgent,2
FL00316,2025-02-20,JFK-LHR,Airbus A380,324,1400.36,4,Clear,Routine,3
FL00317,2025-03-16,JFK-LHR,Airbus A350,346,1350.08,16,Clear,Delayed,5
FL00318,2025-09-02,SFO-HND,Boeing 787,134,854.19,1,Clear,Routine,1
FL00319,2025-12-20,DEL-SFO,Airbus A320,138,699.08,0,Fog,Routine,5
FL00320,2025-10-05,DEL-SFO,Airbus A350,91,656.9,17,Clear,Urgent,4
FL00321,2025-09-28,BOM-LHR,Airbus A380,169,584.45,6,Snow,Routine,4
FL00322,2025-06-06,SFO-HND,Boeing 787,328,930.68,0,Clear,Cleared,4
FL00323,2025-10-11,DXB-LHR,Boeing 777,82,1256.22,8,Clear,Routine,4
FL00324,2025-09-14,DEL-SFO,Airbus A350,325,638.45,16,Clear,Routine,1
FL00325,2025-11-02,JFK-CDG,Boeing 787,202,487.62,12,Clear,Urgent,2
FL00326,2025-11-18,SFO-HND,Boeing 777,139,844.35,3,Storm,Delayed,1
FL00327,2025-04-13,JFK-LHR,Airbus A350,153,336.29,21,Clear,Routine,1
FL00328,2025-04-17,JFK-CDG,Boeing 787,61,1126.6,30,Clear,Cleared,5
FL00329,2025-12-25,JFK-CDG,Boeing 787,209,897.95,28,Clear,Routine,3
FL00330,2025-12-21,JFK-LHR,Airbus A350,245,870.47,12,Clear,Routine,1
FL00331,2025-10-05,SFO-HND,Boeing 787,356,625.56,3,Snow,Urgent,3
FL00332,2025-09-15,JFK-LHR,Airbus A320,311,1380.84,17,Snow,Routine,1
FL00333,2025-05-05,BOM-LHR,Airbus A350,140,363.11,55,Storm,Routine,1
FL00334,2025-02-15,JFK-CDG,Boeing 787,246,1337.28,15,Clear,Delayed,5
FL00335,2025-07-13,SIN-SYD,Boeing 777,118,720.88,5,Clear,Delayed,3
FL00336,2025-05-06,SIN-SYD,Boeing 777,269,1350.78,2,Clear,Routine,1
FL00337,2025-09-13,DXB-LHR,Airbus A320,263,1160.95,72,Rain,Urgent,3
FL00338,2025-03-09,DEL-SFO,Airbus A350,195,380.21,33,Clear,Urgent,4
FL00339,2025-03-14,JFK-LHR,Boeing 787,282,1289.42,9,Fog,Routine,3
FL00340,2025-09-21,JFK-LHR,Boeing 787,283,1102.72,8,Fog,Urgent,5
FL00341,2025-11-04,DXB-LHR,Boeing 777,263,290.38,56,Fog,Routine,3
FL00342,2025-02-09,DXB-LHR,Airbus A320,110,417.13,4,Clear,Routine,5
FL00343,2025-05-03,DXB-LHR,Boeing 777,127,1044.54,19,Clear,Cleared,5
FL00344,2025-09-16,JFK-CDG,Boeing 777,144,1078.25,31,Fog,Delayed,1
FL00345,2025-09-23,BOM-LHR,Airbus A320,379,1183.31,12,Rain,Routine,1
FL00346,2025-09-13,JFK-LHR,Airbus A350,265,1150.31,1,Rain,Routine,4
FL00347,2025-06-10,JFK-CDG,Boeing 787,262,1074.4,6,Clear,Routine,2
FL00348,2025-05-20,DXB-LHR,Airbus A350,353,1207.8,58,Storm,Routine,4
FL00349,2025-06-04,JFK-LHR,Airbus A380,249,968.86,18,Clear,Urgent,4
FL00350,2025-04-27,JFK-CDG,Airbus A380,80,575.99,42,Clear,Delayed,2
FL00351,2025-03-11,BOM-LHR,Airbus A380,339,1390.47,20,Fog,Delayed,4
FL00352,2025-04-23,JFK-CDG,Airbus A320,392,272.77,71,Clear,Routine,4
FL00353,2025-11-04,BOM-LHR,Boeing 777,184,708.2,59,Rain,Routine,2
FL00354,2025-07-24,DXB-LHR,Airbus A350,132,1161.09,16,Clear,Urgent,3
FL00355,2025-01-06,BOM-LHR,Boeing 787,96,783.95,9,Clear,Routine,1
FL00356,2025-08-12,JFK-LHR,Airbus A380,255,281.04,23,Clear,Routine,1
FL00357,2025-01-08,DXB-LHR,Airbus A350,126,332.48,28,Clear,Cleared,2
FL00358,2025-03-05,JFK-LHR,Airbus A380,308,1060.8,17,Clear,Urgent,2
FL00359,2025-04-21,SIN-SYD,Airbus A380,141,1456.08,43,Clear,Routine,5
FL00360,2025-07-16,SFO-HND,Boeing 787,149,939.83,5,Storm,Routine,1
FL00361,2025-10-13,BOM-LHR,Airbus A320,244,883.45,10,Clear,Routine,1
FL00362,2025-02-19,SFO-HND,Boeing 777,241,647.91,28,Fog,Routine,5
FL00363,2025-01-27,SFO-HND,Airbus A320,117,570.86,7,Clear,Routine,4
FL00364,2025-07-23,BOM-LHR,Airbus A350,291,276.23,14,Rain,Delayed,1
FL00365,2025-03-19,DXB-LHR,Airbus A320,139,591.19,82,Clear,Delayed,2
FL00366,2025-07-11,SIN-SYD,Airbus A350,394,811.39,24,Clear,Routine,5
FL00367,2025-04-16,JFK-LHR,Airbus A350,59,497.44,74,Snow,Routine,1
FL00368,2025-03-03,JFK-CDG,Boeing 777,313,359.18,32,Clear,Delayed,2
FL00369,2025-10-24,JFK-LHR,Boeing 787,317,1147.16,32,Fog,Delayed,4
FL00370,2025-11-14,JFK-CDG,Boeing 777,369,1368.28,22,Clear,Cleared,2
FL00371,2025-04-24,JFK-LHR,Airbus A320,167,1420.97,3,Fog,Urgent,1
FL00372,2025-06-18,BOM-LHR,Airbus A350,299,1022.5,18,Clear,Routine,4
FL00373,2025-12-29,SIN-SYD,Airbus A380,108,315.97,7,Clear,Cleared,1
FL00374,2025-12-12,JFK-CDG,Airbus A380,244,1176.08,165,Clear,Routine,3
FL00375,2025-08-08,DEL-SFO,Airbus A350,99,387.62,7,Clear,Cleared,3
FL00376,2025-04-29,DXB-LHR,Boeing 777,345,1087.19,6,Clear,Delayed,1
FL00377,2025-11-30,JFK-LHR,Boeing 787,146,1224.21,24,Clear,Routine,1
FL00378,2025-12-11,JFK-LHR,Boeing 777,176,1157.33,17,Clear,Routine,2
FL00379,2025-04-26,JFK-CDG,Airbus A350,295,1439.85,0,Rain,Routine,5
FL00380,2025-06-03,DXB-LHR,Airbus A350,136,1172.68,3,Fog,Routine,1
FL00381,2025-09-26,DXB-LHR,Boeing 787,126,1116.51,41,Clear,Urgent,4
FL00382,2025-06-09,BOM-LHR,Airbus A320,253,577.18,16,Clear,Routine,2
FL00383,2025-01-09,DEL-SFO,Airbus A320,195,1405.96,3,Clear,Routine,5
FL00384,2025-03-11,BOM-LHR,Boeing 787,198,474.43,15,Storm,Cleared,1
FL00385,2025-11-11,BOM-LHR,Airbus A320,160,1381.12,7,Clear,Routine,3
FL00386,2025-07-25,BOM-LHR,Airbus A380,178,640.83,6,Rain,Delayed,2
FL00387,2025-11-03,BOM-LHR,Airbus A320,302,412.7,79,Clear,Routine,2
FL00388,2025-03-04,BOM-LHR,Airbus A320,215,1283.35,11,Clear,Routine,4
FL00389,2025-07-20,SIN-SYD,Airbus A320,346,253.12,1,Clear,Urgent,2
FL00390,2025-10-28,DXB-LHR,Airbus A380,186,1290.11,87,Clear,Routine,1
FL00391,2025-08-07,BOM-LHR,Airbus A320,328,577.89,39,Clear,Routine,2
FL00392,2025-03-06,DXB-LHR,Airbus A380,383,1355.9,7,Rain,Routine,5
FL00393,2025-07-06,DXB-LHR,Boeing 787,60,1114.35,13,Clear,Urgent,5
FL00394,2025-10-01,SFO-HND,Boeing 777,120,1082.73,49,Clear,Routine,1
FL00395,2025-10-16,SIN-SYD,Boeing 787,208,706.65,11,Rain,Routine,3
FL00396,2025-08-15,BOM-LHR,Boeing 777,265,324.25,20,Clear,Delayed,1
FL00397,2025-10-22,JFK-LHR,Boeing 787,75,1287.59,19,Clear,Urgent,3
FL00398,2025-04-13,JFK-CDG,Boeing 777,335,463.63,12,Rain,Delayed,1
FL00399,2025-10-14,DEL-SFO,Boeing 777,211,715.32,25,Rain,Routine,2
FL00400,2025-10-17,JFK-LHR,Airbus A350,151,1000.44,16,Clear,Routine,2
FL00401,2025-10-06,SIN-SYD,Boeing 777,118,852.82,0,Rain,Delayed,3
FL00402,2025-01-03,JFK-CDG,Boeing 777,182,498.33,42,Clear,Routine,2
FL00403,2025-02-25,SIN-SYD,Airbus A350,238,425.77,3,Clear,Routine,1
FL00404,2025-11-22,DXB-LHR,Airbus A320,260,404.06,15,Clear,Delayed,5
FL00405,2025-09-29,JFK-CDG,Airbus A320,292,1328.76,21,Clear,Delayed,4
FL00406,2025-11-14,DXB-LHR,Airbus A350,215,289.45,30,Fog,Routine,1
FL00407,2025-09-04,JFK-LHR,Airbus A380,110,1471.27,13,Rain,Routine,3
FL00408,2025-01-06,JFK-LHR,Boeing 777,328,498.16,33,Clear,Routine,2
FL00409,2025-04-16,JFK-CDG,Boeing 777,162,387.9,3,Clear,Delayed,4
FL00410,2025-10-30,JFK-CDG,Airbus A350,79,971.21,26,Fog,Delayed,4
FL00411,2025-11-07,BOM-LHR,Airbus A350,372,349.98,43,Storm,Routine,1
FL00412,2025-12-31,SIN-SYD,Airbus A380,210,1003.07,55,Clear,Routine,1
FL00413,2025-06-18,BOM-LHR,Airbus A320,283,1313.28,21,Clear,Routine,2
FL00414,2025-05-02,SIN-SYD,Boeing 787,388,309.87,9,Rain,Cleared,5
FL00415,2025-12-18,BOM-LHR,Airbus A320,219,1249.84,4,Rain,Delayed,3
FL00416,2025-05-19,DXB-LHR,Boeing 777,367,743.1,10,Clear,Routine,2
FL00417,2025-06-17,JFK-CDG,Airbus A350,235,449.36,19,Rain,Cleared,1
FL00418,2025-08-18,JFK-LHR,Airbus A380,106,470.12,5,Clear,Routine,5
FL00419,2025-10-13,SIN-SYD,Airbus A320,289,1398.46,76,Clear,Routine,4
FL00420,2025-07-04,SIN-SYD,Airbus A380,306,388.26,56,Clear,Routine,1
FL00421,2025-03-12,JFK-LHR,Airbus A320,250,1333.48,0,Clear,Cleared,3
FL00422,2025-03-12,BOM-LHR,Boeing 777,374,930.31,20,Storm,Routine,3
FL00423,2025-10-10,SIN-SYD,Boeing 787,364,298.82,38,Clear,Routine,5
FL00424,2025-08-03,DEL-SFO,Airbus A380,351,830.6,7,Clear,Routine,1
FL00425,2025-10-12,DXB-LHR,Airbus A380,155,1271.81,18,Fog,Routine,5
FL00426,2025-09-27,JFK-CDG,Boeing 787,339,1157.75,13,Clear,Routine,4
FL00427,2025-02-15,JFK-LHR,Airbus A380,150,860.98,5,Snow,Routine,1
FL00428,2025-09-10,JFK-CDG,Airbus A380,146,1325.06,23,Snow,Cleared,4
FL00429,2025-02-25,DEL-SFO,Airbus A320,202,400.46,126,Clear,Routine,1
FL00430,2025-09-17,SIN-SYD,Airbus A320,78,1387.43,11,Clear,Routine,1
FL00431,2025-08-04,SIN-SYD,Boeing 787,202,1308.05,20,Fog,Routine,4
FL00432,2025-09-07,DEL-SFO,Boeing 777,122,1135.35,9,Clear,Delayed,1
FL00433,2025-07-27,JFK-LHR,Airbus A380,303,1272.36,52,Clear,Routine,3
FL00434,2025-08-30,DXB-LHR,Boeing 777,53,929.77,49,Fog,Routine,5
FL00435,2025-04-01,SFO-HND,Boeing 787,286,1093.95,4,Clear,Urgent,2
FL00436,2025-09-15,JFK-LHR,Boeing 787,87,950.75,57,Clear,Delayed,3
FL00437,2025-05-29,SFO-HND,Airbus A320,69,694.29,4,Rain,Cleared,3
FL00438,2025-08-26,DEL-SFO,Airbus A380,162,961.08,2,Rain,Routine,1
FL00439,2025-05-05,BOM-LHR,Airbus A350,72,571.83,26,Clear,Routine,3
FL00440,2025-08-05,SFO-HND,Boeing 787,185,800.35,12,Clear,Cleared,3
FL00441,2025-02-22,DXB-LHR,Airbus A380,297,600.97,18,Clear,Delayed,3
FL00442,2025-01-31,BOM-LHR,Boeing 777,350,403.61,26,Rain,Delayed,1
FL00443,2025-02-24,SFO-HND,Airbus A320,146,652.33,1,Fog,Routine,3
FL00444,2025-09-24,DEL-SFO,Boeing 777,82,1314.98,8,Clear,Delayed,2
FL00445,2025-11-21,BOM-LHR,Boeing 787,184,726.35,15,Rain,Delayed,3
FL00446,2025-05-30,DEL-SFO,Boeing 787,304,1185.0,7,Clear,Routine,1
FL00447,2025-10-23,SFO-HND,Boeing 777,327,469.0,1,Fog,Routine,1
FL00448,2025-03-21,DEL-SFO,Boeing 787,182,780.52,2,Clear,Delayed,4
FL00449,2025-09-10,DXB-LHR,Airbus A380,287,393.57,40,Rain,Routine,4
FL00450,2025-11-05,SFO-HND,Boeing 787,64,423.28,60,Fog,Routine,2
FL00451,2025-06-21,SFO-HND,Airbus A320,326,1021.8,4,Storm,Routine,4
FL00452,2025-12-07,SFO-HND,Airbus A380,175,1009.35,7,Rain,Urgent,4
FL00453,2025-07-12,JFK-LHR,Airbus A350,394,516.71,26,Rain,Delayed,3
FL00454,2025-08-01,JFK-LHR,Boeing 787,66,843.03,77,Fog,Routine,1
FL00455,2025-08-03,JFK-LHR,Boeing 787,361,1329.13,8,Storm,Delayed,3
FL00456,2025-07-27,DXB-LHR,Airbus A320,99,467.75,48,Rain,Routine,1
FL00457,2025-09-28,BOM-LHR,Airbus A320,184,274.01,17,Rain,Urgent,3
FL00458,2025-01-18,DEL-SFO,Boeing 777,167,1064.99,78,Clear,Routine,1
FL00459,2025-01-19,SIN-SYD,Boeing 777,355,316.87,3,Clear,Delayed,1
FL00460,2025-02-24,SFO-HND,Boeing 777,109,1474.93,90,Clear,Routine,3
FL00461,2025-03-20,DEL-SFO,Airbus A320,174,1012.03,14,Clear,Routine,1
FL00462,2025-11-03,SFO-HND,Boeing 777,165,838.0,76,Rain,Routine,2
FL00463,2025-12-25,DXB-LHR,Boeing 777,222,787.49,15,Clear,Routine,2
FL00464,2025-01-25,SFO-HND,Airbus A350,236,966.34,18,Clear,Delayed,1
FL00465,2025-03-01,JFK-LHR,Boeing 777,137,363.28,40,Clear,Routine,1
FL00466,2025-01-04,SIN-SYD,Boeing 787,252,1412.52,32,Clear,Routine,3
FL00467,2025-07-06,JFK-CDG,Airbus A320,360,1032.05,24,Clear,Cleared,5
FL00468,2025-02-13,SFO-HND,Airbus A380,369,479.97,13,Fog,Routine,3
FL00469,2025-01-10,DEL-SFO,Airbus A350,231,953.23,39,Rain,Cleared,4
FL00470,2025-01-14,JFK-LHR,Airbus A320,217,416.57,74,Clear,Cleared,3
FL00471,2025-03-17,JFK-CDG,Airbus A320,230,271.94,0,Clear,Routine,2
FL00472,2025-12-07,SIN-SYD,Boeing 787,349,1038.15,22,Rain,Routine,1
FL00473,2025-12-03,JFK-CDG,Boeing 777,179,1060.6,50,Rain,Routine,2
FL00474,2025-05-29,JFK-LHR,Boeing 787,198,979.62,26,Clear,Delayed,2
FL00475,2025-06-14,BOM-LHR,Boeing 777,355,479.35,40,Clear,Routine,1
FL00476,2025-04-19,BOM-LHR,Boeing 777,258,1004.29,56,Clear,Routine,1
FL00477,2025-07-11,JFK-CDG,Airbus A320,160,320.64,34,Clear,Delayed,3
FL00478,2025-09-20,DXB-LHR,Boeing 777,186,1011.55,31,Clear,Routine,2
FL00479,2025-01-17,DEL-SFO,Airbus A350,260,942.52,83,Snow,Routine,1
FL00480,2025-07-01,DEL-SFO,Airbus A350,195,1069.07,49,Fog,Cleared,4
FL00481,2025-01-09,JFK-CDG,Airbus A350,133,1369.34,42,Clear,Cleared,2
FL00482,2025-03-02,SFO-HND,Airbus A320,79,1312.95,2,Snow,Routine,2
FL00483,2025-05-15,SFO-HND,Boeing 787,114,1475.82,6,Fog,Routine,5
FL00484,2025-01-06,DEL-SFO,Airbus A380,73,1470.3,20,Rain,Routine,2
FL00485,2025-02-26,DEL-SFO,Boeing 777,260,1215.4,30,Rain,Routine,3
FL00486,2025-06-14,BOM-LHR,Airbus A380,271,1445.52,9,Fog,Routine,3
FL00487,2025-06-14,DXB-LHR,Boeing 787,139,1334.1,2,Clear,Urgent,5
FL00488,2025-05-14,JFK-LHR,Boeing 787,155,1159.48,9,Clear,Cleared,3
FL00489,2025-04-10,SFO-HND,Airbus A320,221,344.23,36,Fog,Routine,4
FL00490,2025-03-27,DEL-SFO,Airbus A350,279,311.31,52,Clear,Delayed,5
FL00491,2025-09-19,BOM-LHR,Airbus A350,126,1297.0,61,Snow,Routine,2
FL00492,2025-05-31,SIN-SYD,Boeing 787,117,862.07,11,Storm,Routine,1
FL00493,2025-07-29,BOM-LHR,Airbus A320,141,1268.26,11,Clear,Routine,2
FL00494,2025-11-01,SFO-HND,Airbus A320,137,641.15,13,Clear,Routine,3
FL00495,2025-08-24,SFO-HND,Boeing 777,99,747.06,11,Clear,Routine,3
FL00496,2025-07-24,BOM-LHR,Airbus A350,152,1125.23,27,Clear,Delayed,5
FL00497,2025-01-06,JFK-LHR,Boeing 787,95,1394.16,11,Clear,Routine,2
FL00498,2025-07-12,JFK-CDG,Airbus A380,228,359.7,0,Clear,Routine,1
FL00499,2025-03-26,SFO-HND,Airbus A350,316,1326.85,14,Clear,Routine,3
FL00500,2025-02-10,BOM-LHR,Boeing 777,317,1241.27,6,Clear,Delayed,5
FL00501,2025-12-06,DEL-SFO,Airbus A320,369,644.42,0,Clear,Routine,3
FL00502,2025-01-17,BOM-LHR,Boeing 787,57,694.02,15,Rain,Routine,5
FL00503,2025-09-06,DXB-LHR,Airbus A350,314,308.08,5,Fog,Routine,2
FL00504,2025-12-06,JFK-CDG,Airbus A380,127,269.68,15,Clear,Routine,3
FL00505,2025-09-19,SIN-SYD,Boeing 777,289,846.26,8,Clear,Routine,3
FL00506,2025-11-23,JFK-LHR,Boeing 777,307,369.42,23,Fog,Routine,1
FL00507,2025-04-17,SIN-SYD,Airbus A350,245,492.5,117,Clear,Delayed,1
FL00508,2025-12-18,JFK-CDG,Airbus A380,379,1308.46,19,Clear,Cleared,5
FL00509,2025-08-24,JFK-CDG,Boeing 777,180,963.79,26,Clear,Routine,1
FL00510,2025-11-22,JFK-CDG,Boeing 787,392,1042.04,62,Clear,Routine,4
FL00511,2025-02-21,SIN-SYD,Boeing 777,310,484.35,11,Clear,Routine,3
FL00512,2025-07-07,DEL-SFO,Airbus A380,291,1285.83,4,Clear,Cleared,4
FL00513,2025-04-17,JFK-CDG,Airbus A320,220,1334.97,8,Clear,Routine,3
FL00514,2025-08-06,BOM-LHR,Airbus A320,196,904.16,12,Clear,Routine,2
FL00515,2025-10-12,SIN-SYD,Airbus A350,319,1390.7,25,Clear,Routine,5
FL00516,2025-04-24,JFK-CDG,Airbus A380,198,1306.04,0,Rain,Routine,1
FL00517,2025-09-08,BOM-LHR,Boeing 777,348,1164.16,47,Clear,Routine,3
FL00518,2025-06-12,DEL-SFO,Boeing 777,77,1167.59,1,Clear,Routine,5
FL00519,2025-09-12,DXB-LHR,Airbus A320,198,381.74,57,Storm,Routine,1
FL00520,2025-12-22,DEL-SFO,Airbus A320,329,588.55,74,Clear,Routine,2
FL00521,2025-01-15,JFK-CDG,Boeing 787,231,333.56,115,Clear,Routine,3
FL00522,2025-06-01,SIN-SYD,Airbus A320,215,260.85,41,Clear,Routine,4
FL00523,2025-02-25,SFO-HND,Boeing 787,66,447.89,3,Snow,Routine,2
FL00524,2025-11-25,JFK-CDG,Boeing 777,199,1350.61,30,Rain,Routine,2
FL00525,2025-09-20,SFO-HND,Boeing 787,388,549.84,5,Clear,Routine,4
FL00526,2025-12-30,BOM-LHR,Boeing 787,94,1462.69,56,Clear,Routine,5
FL00527,2025-03-30,DXB-LHR,Airbus A350,379,996.61,9,Clear,Delayed,2
FL00528,2025-12-15,JFK-LHR,Airbus A320,238,546.57,9,Rain,Routine,2
FL00529,2025-10-25,DEL-SFO,Boeing 787,188,871.41,62,Fog,Cleared,2
FL00530,2025-03-07,DXB-LHR,Boeing 777,110,523.87,0,Clear,Urgent,5
FL00531,2025-11-27,JFK-CDG,Airbus A380,343,1479.97,5,Clear,Routine,5
FL00532,2025-07-21,SFO-HND,Boeing 787,371,1309.08,13,Clear,Urgent,1
FL00533,2025-05-05,DEL-SFO,Airbus A320,82,282.8,30,Clear,Routine,4
FL00534,2025-10-30,SFO-HND,Airbus A350,348,1434.72,26,Rain,Routine,4
FL00535,2025-02-19,SIN-SYD,Boeing 777,161,1151.33,27,Clear,Urgent,2
FL00536,2025-05-15,SFO-HND,Airbus A350,340,352.98,53,Clear,Routine,2
FL00537,2025-12-31,SIN-SYD,Airbus A380,86,1088.3,3,Rain,Delayed,3
FL00538,2025-06-24,BOM-LHR,Boeing 787,149,1058.66,18,Clear,Routine,5
FL00539,2025-12-26,DEL-SFO,Boeing 787,72,523.49,32,Rain,Delayed,4
FL00540,2025-09-25,DEL-SFO,Airbus A320,267,1198.06,25,Clear,Routine,1
FL00541,2025-07-29,JFK-LHR,Boeing 787,138,358.83,14,Clear,Routine,4
FL00542,2025-01-14,JFK-CDG,Boeing 777,258,861.81,0,Fog,Routine,4
FL00543,2025-02-25,SIN-SYD,Airbus A380,320,262.4,1,Rain,Cleared,4
FL00544,2025-04-19,JFK-LHR,Airbus A350,286,1460.92,3,Clear,Routine,2
FL00545,2025-02-28,SFO-HND,Airbus A380,258,1189.45,10,Storm,Routine,4
FL00546,2025-06-27,SFO-HND,Boeing 787,327,448.57,3,Rain,Routine,5
FL00547,2025-10-13,JFK-LHR,Airbus A350,255,677.09,13,Snow,Routine,3
FL00548,2025-08-22,DEL-SFO,Airbus A320,127,450.7,4,Rain,Routine,5
FL00549,2025-03-14,SFO-HND,Airbus A380,377,1208.27,37,Clear,Routine,3
FL00550,2025-09-13,BOM-LHR,Airbus A350,147,323.62,51,Clear,Routine,2
FL00551,2025-07-03,BOM-LHR,Airbus A350,395,1300.51,12,Rain,Urgent,2
FL00552,2025-01-20,JFK-LHR,Airbus A350,399,1427.75,17,Clear,Routine,5
FL00553,2025-09-28,SIN-SYD,Boeing 777,385,1095.78,76,Storm,Routine,2
FL00554,2025-03-01,SIN-SYD,Airbus A380,143,516.21,19,Clear,Routine,4
FL00555,2025-02-17,JFK-LHR,Airbus A350,129,700.11,132,Rain,Urgent,3
FL00556,2025-12-06,SIN-SYD,Airbus A380,87,846.55,3,Clear,Routine,5
FL00557,2025-04-10,DEL-SFO,Airbus A350,277,1005.78,49,Clear,Routine,4
FL00558,2025-04-20,DEL-SFO,Airbus A320,183,1085.83,17,Rain,Routine,5
FL00559,2025-12-04,SIN-SYD,Airbus A320,245,942.77,0,Rain,Delayed,1
FL00560,2025-02-01,BOM-LHR,Airbus A320,331,689.14,89,Clear,Delayed,4
FL00561,2025-09-14,SIN-SYD,Boeing 787,150,1363.65,83,Clear,Cleared,2
FL00562,2025-04-20,DEL-SFO,Airbus A350,124,351.74,12,Storm,Routine,3
FL00563,2025-08-23,DXB-LHR,Boeing 787,343,832.82,77,Fog,Cleared,3
FL00564,2025-06-10,JFK-CDG,Airbus A380,257,1219.46,3,Clear,Routine,2
FL00565,2025-04-05,SFO-HND,Boeing 787,132,326.09,28,Clear,Routine,5
FL00566,2025-01-14,DXB-LHR,Airbus A380,192,1131.67,5,Clear,Routine,1
FL00567,2025-05-08,SIN-SYD,Airbus A380,105,1274.64,7,Fog,Routine,4
FL00568,2025-11-07,BOM-LHR,Airbus A380,336,1076.04,37,Clear,Routine,2
FL00569,2025-09-05,JFK-LHR,Boeing 787,260,266.17,11,Clear,Cleared,5
FL00570,2025-10-29,SIN-SYD,Airbus A350,228,475.17,0,Clear,Cleared,2
FL00571,2025-10-01,BOM-LHR,Boeing 787,107,677.64,13,Rain,Routine,1
FL00572,2025-12-30,JFK-CDG,Airbus A350,122,542.11,6,Fog,Routine,5
FL00573,2025-12-17,SIN-SYD,Airbus A350,264,1453.32,28,Clear,Cleared,4
FL00574,2025-11-12,DEL-SFO,Airbus A380,315,1064.49,5,Clear,Routine,5
FL00575,2025-06-26,JFK-LHR,Boeing 787,122,621.21,46,Clear,Cleared,4
FL00576,2025-09-12,BOM-LHR,Airbus A350,320,1412.12,7,Clear,Cleared,3
FL00577,2025-04-13,BOM-LHR,Airbus A320,283,1175.74,12,Clear,Routine,4
FL00578,2025-10-30,BOM-LHR,Airbus A350,368,605.76,8,Fog,Routine,2
FL00579,2025-01-29,JFK-CDG,Airbus A320,68,723.6,25,Fog,Routine,1
FL00580,2025-06-12,SIN-SYD,Boeing 787,162,499.29,2,Fog,Urgent,5
FL00581,2025-04-12,JFK-CDG,Boeing 787,112,1463.84,16,Clear,Delayed,3
FL00582,2025-01-17,SFO-HND,Boeing 787,233,896.62,10,Clear,Routine,3
FL00583,2025-03-10,SFO-HND,Airbus A350,326,1370.07,53,Snow,Routine,2
FL00584,2025-10-18,SIN-SYD,Boeing 777,211,683.12,1,Clear,Routine,2
FL00585,2025-12-17,DEL-SFO,Airbus A350,292,1326.05,44,Clear,Cleared,4
FL00586,2025-08-23,JFK-CDG,Airbus A350,194,317.36,4,Clear,Routine,3
FL00587,2025-07-28,JFK-LHR,Airbus A380,195,1477.61,2,Fog,Routine,1
FL00588,2025-07-04,BOM-LHR,Airbus A380,130,1390.04,5,Rain,Cleared,1
FL00589,2025-10-09,BOM-LHR,Airbus A350,371,704.0,2,Clear,Urgent,5
FL00590,2025-11-26,SIN-SYD,Airbus A320,370,1218.4,18,Clear,Routine,1
FL00591,2025-12-03,DEL-SFO,Airbus A380,92,1190.32,111,Storm,Routine,2
FL00592,2025-10-25,SFO-HND,Airbus A350,362,1376.57,0,Storm,Delayed,3
FL00593,2025-11-26,SFO-HND,Boeing 777,342,634.07,15,Rain,Routine,3
FL00594,2025-08-28,BOM-LHR,Airbus A320,225,831.9,12,Clear,Routine,4
FL00595,2025-04-07,SIN-SYD,Boeing 787,118,1331.25,10,Clear,Routine,4
FL00596,2025-12-02,JFK-CDG,Airbus A350,105,1223.22,10,Rain,Delayed,3
FL00597,2025-04-07,SFO-HND,Airbus A350,168,741.83,56,Fog,Cleared,5
FL00598,2025-12-21,JFK-CDG,Airbus A320,253,1307.16,0,Clear,Cleared,4
FL00599,2025-06-30,DEL-SFO,Airbus A380,104,308.69,37,Clear,Routine,4
FL00600,2025-02-25,SFO-HND,Airbus A380,87,1227.56,7,Clear,Routine,2
FL00601,2025-11-07,SFO-HND,Airbus A380,292,508.46,12,Clear,Routine,5
FL00602,2025-01-10,DXB-LHR,Boeing 787,250,607.65,13,Clear,Routine,3
FL00603,2025-10-28,SFO-HND,Airbus A320,285,866.52,9,Storm,Routine,1
FL00604,2025-08-05,JFK-LHR,Airbus A320,64,812.17,2,Clear,Delayed,2
FL00605,2025-08-13,SIN-SYD,Airbus A380,193,900.71,3,Clear,Routine,5
FL00606,2025-08-20,SIN-SYD,Airbus A380,126,930.97,8,Clear,Routine,4
FL00607,2025-03-16,JFK-CDG,Boeing 777,358,664.41,43,Fog,Routine,3
FL00608,2025-03-27,DEL-SFO,Boeing 777,312,469.03,3,Snow,Routine,4
